"index","time_t","moduleID_x","LOCnorm_y","difficulty_m"
1,0.0731912365803653,0,0.745098039215686,3.2
2,0.302701039622036,0,0.223529411764706,3.3
3,1.83443042452366,2,0.968627450980392,4.5
4,2.48845279336137,0,0.968627450980392,3.5
5,2.77705324255769,1,0.12156862745098,3
6,3.2913368413203,3,0.494117647058824,3.9
7,3.36182389169193,2,0.835294117647059,3.3
8,3.37082116051162,3,0.611764705882353,4.1
9,3.49854710879116,2,0.313725490196078,3.9
10,4.12665546964773,2,0.262745098039216,3.2
11,4.15978517470662,2,0.349019607843137,3.4
12,4.5430652267352,0,0.564705882352941,4.5
13,4.78832257403199,2,0.2,3.7
14,5.03480211851105,3,0.584313725490196,3.4
15,5.03957318846099,1,0.72156862745098,3.8
16,5.2230671776884,2,0.43921568627451,5.1
17,5.23807403281623,3,0.564705882352941,3.6
18,5.27698510066024,0,0.823529411764706,3.2
19,5.35709302726603,1,0.752941176470588,4.6
20,5.47962749627236,0,0.717647058823529,3.6
21,5.84668773894211,2,0.188235294117647,4.2
22,5.88581962335021,0,0.345098039215686,3.2
23,5.90102044659944,1,0.301960784313725,3.1
24,6.98895888732495,2,0.376470588235294,3.6
25,7.66722972889439,0,0.447058823529412,3.7
26,8.25308704406698,0,0.768627450980392,3
27,8.83143561726851,2,0.12156862745098,3.2
28,9.88538796131809,0,0.0392156862745098,3.1
29,10.0477700489471,0,0.282352941176471,3.5
30,10.2553013156763,3,0.854901960784314,4.6
31,10.2555034568764,3,0.305882352941176,3.7
32,10.4467407908949,0,0.866666666666667,3.2
33,10.584668103576,2,0,3.3
34,10.7830149174395,3,0.533333333333333,3.1
35,12.141931729522,0,0.792156862745098,5
36,12.1490291052344,0,0.745098039215686,3.6
37,12.5129679076906,0,0.96078431372549,3.4
38,12.5136932949991,0,0.866666666666667,3.6
39,12.5805878266163,0,0.105882352941176,3.6
40,12.6839681330626,0,0.125490196078431,3.2
41,12.6950383438025,0,0.603921568627451,3.3
42,13.0148836445123,3,0.705882352941177,3.5
43,13.0772793052668,1,0.984313725490196,3.6
44,13.1124504060925,0,0.431372549019608,3.5
45,13.1232941371287,2,0.662745098039216,3.4
46,13.4569221104847,0,0.113725490196078,3
47,15.8275405848335,1,0.458823529411765,4.4
48,15.8867198952459,2,0.498039215686275,3.8
49,15.9517550945981,0,0.568627450980392,3.7
50,16.0288224069682,3,0.964705882352941,4
51,16.2216907948868,1,0.603921568627451,4
52,16.226153051257,1,0.823529411764706,3.1
53,16.2665783976284,0,0.827450980392157,3.6
54,16.5343551064122,1,0.549019607843137,3.1
55,17.1384841701964,1,0.780392156862745,3
56,17.803157582319,2,0.317647058823529,3.9
57,18.013658160058,0,0.341176470588235,3.9
58,18.0365222866755,3,0.0666666666666667,3.9
59,18.2365285538578,1,0.576470588235294,3.9
60,19.0566949695807,1,0.462745098039216,3.6
61,19.1838889383504,0,0.490196078431373,5.4
62,19.1878135573976,0,0.941176470588235,3.1
63,19.1941509980442,0,0.701960784313725,3.1
64,19.2612413365263,3,0.741176470588235,3.1
65,19.827112760558,3,0.819607843137255,3.5
66,20.0180880353308,2,0.443137254901961,4.5
67,20.4800079738207,3,0.345098039215686,4.1
68,20.6527482054531,2,0.764705882352941,3.5
69,20.9617661095419,1,0.227450980392157,3
70,21.113396723007,0,0.117647058823529,4.6
71,21.7025928872935,1,0.0235294117647059,3.2
72,21.8146182406661,2,0.525490196078431,3.6
73,22.1179037301571,0,0.00784313725490196,3.2
74,22.4866750405027,2,0.0117647058823529,3.1
75,23.3368471771304,1,0.286274509803922,4
76,24.1667182727949,1,0.380392156862745,4
77,24.5364792045748,2,0.0313725490196078,3.2
78,24.7386825578464,2,0.847058823529412,3.8
79,24.7713025072269,0,0.858823529411765,3.1
80,25.6124154336241,0,0.101960784313725,3
81,26.2889839969388,2,0.317647058823529,3.4
82,26.6411581723189,2,0.0274509803921569,3.8
83,28.0258701738909,0,0.537254901960784,4.4
84,28.3190940939881,3,0.964705882352941,4
85,28.391285326999,2,0.980392156862745,5.2
86,28.399125675363,2,0.329411764705882,5.3
87,29.0390534032105,2,0.611764705882353,3.2
88,29.8427112745752,2,0.725490196078431,3.4
89,31.1688459625425,1,0.109803921568627,4.2
90,32.1087598786231,3,0.988235294117647,3.2
91,32.5043835345732,3,0.141176470588235,3.5
92,32.6040149876756,3,0.270588235294118,3.4
93,32.9291104286986,2,0.12156862745098,4.9
94,33.0765902981708,1,0.525490196078431,3.2
95,33.4158710065312,3,0.980392156862745,3.8
96,33.6322728789309,3,0.556862745098039,4.3
97,33.784350111216,0,0.941176470588235,4.1
98,33.7884472176831,0,0.223529411764706,3.3
99,33.890929435625,2,0.529411764705882,3.5
100,34.0102244587738,1,0.325490196078431,5.2
101,34.8234128913492,3,0.258823529411765,5.8
102,34.8246318274994,2,0.27843137254902,3.5
103,34.8891682094756,1,0.427450980392157,3.3
104,34.9638672950795,2,0.227450980392157,4.5
105,35.3968853092091,3,0.325490196078431,3.7
106,35.4638062631736,1,0.698039215686274,3.1
107,35.8030006875076,2,0.329411764705882,3.2
108,36.2970217945754,1,0.274509803921569,3.4
109,36.4652214504999,3,0.949019607843137,3.1
110,36.4843431986211,0,0.0313725490196078,3.3
111,37.6843331578133,3,0.627450980392157,3.2
112,41.4018814230994,0,0.113725490196078,3.1
113,41.4760424527075,2,0.83921568627451,4.4
114,41.7360923782835,0,0.211764705882353,3.5
115,43.8692090295697,0,0.788235294117647,3.4
116,44.0231474082741,2,0.43921568627451,3.4
117,44.7643518762393,2,0.262745098039216,3.2
118,45.4098822301785,2,0.733333333333333,3.8
119,45.4355057369943,0,0.980392156862745,3.1
120,46.0373589596234,0,0.423529411764706,4.2
121,46.069498855258,3,0.443137254901961,4.1
122,46.079487422716,2,0.984313725490196,3.5
123,46.0948816447275,2,0.0980392156862745,3.9
124,46.7453852638101,2,0.768627450980392,5.7
125,46.777002946158,1,0.572549019607843,4.8
126,46.7940152903651,0,0.0862745098039216,3.1
127,46.8760802914352,2,0.129411764705882,3.3
128,46.9253198999006,1,0.301960784313725,3.5
129,46.9321861054946,3,0.313725490196078,3.6
130,47.0735565709637,0,0.611764705882353,5.7
131,47.082769205443,1,0.886274509803922,3.9
132,47.1197877727678,0,0.325490196078431,3.7
133,47.2560828507793,0,0.615686274509804,3
134,47.4637203818999,1,0.545098039215686,3.7
135,47.5188143618621,0,0.596078431372549,5.2
136,48.2635008793342,3,0.32156862745098,4
137,48.2674539282002,3,0.647058823529412,3.9
138,48.4064433799255,2,0.266666666666667,4.5
139,48.4092588325593,1,0.882352941176471,3.1
140,48.4217047844827,0,0.388235294117647,3.3
141,48.8035694098223,2,0.215686274509804,5.1
142,48.878362811366,3,0.749019607843137,3.9
143,49.3988725945454,3,0.568627450980392,3.8
144,49.8979272791989,1,0.698039215686274,3.1
145,50.0367979728312,0,0.603921568627451,4.3
146,51.2854020268033,2,0.925490196078431,3.5
147,51.2923734756681,2,0.145098039215686,4.2
148,51.5675055647105,0,0.588235294117647,4.6
149,51.5691124451763,0,0.843137254901961,4
150,51.5756898044988,0,0.192156862745098,3.1
151,51.611977257348,1,0.556862745098039,3
152,51.7840260937021,3,0.552941176470588,3.4
153,51.9074364914114,1,0.894117647058824,3.5
154,52.0200517006384,2,0.725490196078431,3.2
155,52.1194900049818,1,0.0274509803921569,3
156,52.344040677352,2,0.964705882352941,3.2
157,52.3877847511571,1,0.423529411764706,5.9
158,52.3915971953602,0,0.486274509803922,5.5
159,52.3937717591427,0,0.96078431372549,5.3
160,52.4244397587327,2,0.611764705882353,3.1
161,52.685980088347,0,0.196078431372549,3.5
162,53.0462986761374,2,0.384313725490196,3.7
163,53.3148866715915,3,0.650980392156863,3.2
164,53.410449137998,2,0.47843137254902,3
165,53.4822104629941,2,0.243137254901961,5.3
166,53.4884578028339,1,0.117647058823529,3.6
167,53.5693066911744,3,0.72156862745098,4.1
168,53.6729949515024,1,0.286274509803922,3.4
169,53.7134236746866,1,0.976470588235294,3.3
170,53.8483657737589,1,0.282352941176471,3.2
171,53.9323754869637,0,0.894117647058824,3.4
172,54.0237932039962,1,0.345098039215686,3.7
173,54.5211723645311,1,0.968627450980392,3.6
174,54.5218430821113,1,0.992156862745098,3.9
175,54.6431098255084,3,0.580392156862745,3.2
176,54.7259792439341,0,0.341176470588235,4
177,54.8061630601967,0,0.588235294117647,3.8
178,54.8744454646498,3,0.803921568627451,4.2
179,54.8830878752586,2,0.584313725490196,3.2
180,55.1512110199127,2,0.0196078431372549,5.1
181,55.1599183753351,2,0.682352941176471,3.8
182,55.162129878726,3,0.898039215686275,5.5
183,55.1657842298255,0,0.866666666666667,4.4
184,55.19068764364,0,0.164705882352941,3.3
185,55.1986039100086,1,0.156862745098039,3.7
186,55.2084050100697,3,0.898039215686275,3
187,55.2189600328395,0,0.0274509803921569,3.7
188,55.2485742069335,0,0.27843137254902,4.1
189,55.2509652853191,1,0.686274509803922,3.7
190,55.2962167607136,1,0.811764705882353,3.4
191,56.0679842306874,3,0.0509803921568627,5.6
192,56.0723343482097,3,0.129411764705882,3.2
193,56.3364846848191,2,0.00392156862745098,3.9
194,56.3420722178781,0,0.850980392156863,3.6
195,56.6363601400889,0,0.235294117647059,3.1
196,57.1253216683442,1,0.501960784313725,4.6
197,57.2679040734969,3,0.211764705882353,3.6
198,57.4640879520929,2,0.996078431372549,3.7
199,57.5027095361347,3,0.63921568627451,4.1
200,57.993970693613,3,0.145098039215686,3.8
201,58.3563503032192,2,0.858823529411765,3.1
202,59.0871665432507,1,1,4.8
203,59.1172462467077,0,0.211764705882353,3.6
204,59.1405550167698,2,0.262745098039216,4.2
205,59.1442895018322,2,0.549019607843137,4.8
206,60.5383922677257,2,0.670588235294118,4
207,61.2167854467841,2,0.427450980392157,3.5
208,61.3167868465283,2,0.0352941176470588,4.2
209,61.3569631884234,0,0.254901960784314,3.2
210,61.3623468066469,1,0.0980392156862745,5.5
211,61.3886733834125,1,0.607843137254902,3.9
212,61.480908541854,2,0.223529411764706,5.9
213,61.5037984511654,3,0.533333333333333,6
214,61.5038455389265,1,0.266666666666667,3.2
215,61.5054192312662,1,0.647058823529412,3.5
216,61.5085724819023,3,0.247058823529412,3.5
217,61.508862587844,1,0.435294117647059,5.1
218,61.5173919864478,0,0.282352941176471,3.2
219,61.5231161142182,3,0.329411764705882,4.4
220,61.5278683044639,1,0.411764705882353,3
221,61.53778819986,1,0.627450980392157,3.5
222,61.5502909293672,2,0.317647058823529,3.6
223,61.5679968225782,2,0.937254901960784,3.1
224,61.5706152367566,3,0.133333333333333,5.8
225,61.5918322252895,1,0.380392156862745,4.5
226,61.5967805210384,0,0.235294117647059,3.1
227,61.6153393448985,3,0.505882352941176,3.4
228,61.67271691006,1,0.27843137254902,4.4
229,61.7227152895711,2,0.168627450980392,3.9
230,61.7559208186903,2,0.631372549019608,3.2
231,61.8685181808165,2,0.988235294117647,3.6
232,61.954556924911,3,0.211764705882353,3.1
233,61.9720764846718,1,0.83921568627451,3.1
234,61.9799663495141,1,0.176470588235294,5.4
235,61.9846474981398,2,0.219607843137255,4
236,61.9860242771107,1,0.792156862745098,3.1
237,61.9910359379432,1,0.627450980392157,4.9
238,62.0101601424102,1,0.568627450980392,3.7
239,62.0354221143085,2,0.411764705882353,3.5
240,62.0451911361609,3,0.635294117647059,3.9
241,62.0765791478086,3,0.0666666666666667,3.3
242,62.0793843274129,2,0.0549019607843137,4.1
243,62.1487497754526,2,0.996078431372549,3.5
244,62.2087739153638,3,0.352941176470588,3.4
245,62.5436434074447,2,0.0392156862745098,3.6
246,63.0130843147014,1,0.894117647058824,4.3
247,63.4209421842241,0,0.913725490196078,3.1
248,63.4219801684075,0,1,4.3
249,63.5257842607604,1,0.352941176470588,3.2
250,63.5896095200935,2,0.32156862745098,3.2
251,64.0415233384871,2,0.235294117647059,3.6
252,64.2998962487555,1,0.541176470588235,3.5
253,64.5740183597322,2,0.227450980392157,4.3
254,65.0678435031045,2,0.188235294117647,3.9
255,65.0696884879216,1,0.372549019607843,3.4
256,65.2090915020144,0,0.227450980392157,4.5
257,65.7704818131829,1,0.807843137254902,3.5
258,65.7977987703766,0,0.92156862745098,4.4
259,65.8170880678727,0,0.0980392156862745,5
260,65.8434938489499,0,0.501960784313725,4.4
261,65.8517912095975,3,0.996078431372549,3.3
262,65.8518417554009,0,0.87843137254902,4.4
263,65.8551834007291,0,0.8,3.2
264,65.8869521645898,0,0.741176470588235,3.2
265,65.916185363357,0,0.83921568627451,3.4
266,66.6020887470906,2,0.309803921568627,3.4
267,66.652177946258,3,0.466666666666667,3.1
268,67.1347107628155,2,0.0666666666666667,4
269,67.2518280289179,0,0.525490196078431,3.1
270,67.2679716021475,0,0.635294117647059,3.6
271,67.8438531154714,0,0.168627450980392,3.8
272,68.8391388340254,2,0.0784313725490196,3.2
273,69.2735581478508,2,0.396078431372549,3.4
274,69.9637118187102,1,0.756862745098039,4.7
275,69.9834240017666,3,0.298039215686275,4.3
276,69.999051911146,3,0.870588235294118,4.2
277,70.0386565792567,0,0.0901960784313725,3.3
278,70.0456063310657,3,0.925490196078431,3.5
279,70.0539053096778,2,0.258823529411765,3.7
280,70.0577707170122,0,0.223529411764706,4.4
281,70.0868957244566,3,0.443137254901961,3.4
282,70.1412013024497,1,0.172549019607843,3.5
283,70.2163044789335,2,0.180392156862745,3.9
284,70.2967037503509,3,0.701960784313725,4
285,70.5549495374454,2,0.713725490196078,4.8
286,70.6698589778969,0,0.682352941176471,3.3
287,71.2361786454587,2,0.6,3.9
288,71.5025809323548,1,0.850980392156863,3.3
289,71.9583009879181,3,0.172549019607843,3.8
290,72.1754214962262,1,0.658823529411765,3.3
291,72.3135167107291,0,0.482352941176471,5.2
292,72.6807676006227,1,0.823529411764706,3.2
293,74.7018775374903,3,0.431372549019608,3.5
294,75.2569378652043,0,0.0470588235294118,3.3
295,75.334186162187,0,0.0823529411764706,4.7
296,75.7449789362231,2,0.458823529411765,3.1
297,75.7968665912735,3,0.592156862745098,3.5
298,75.8557252964869,1,0.403921568627451,3.4
299,76.1621214502159,0,0.658823529411765,4.4
300,76.1624399089578,0,0.168627450980392,3.1
301,76.1791722748524,0,0.266666666666667,4.7
302,76.1800374277431,1,0.0431372549019608,3
303,76.2101501471436,0,0.435294117647059,3.3
304,76.2173644718351,2,0.87843137254902,4
305,76.6603887648616,0,0.815686274509804,3
306,77.5496409833978,2,0.886274509803922,3
307,77.5557364259349,1,0.454901960784314,3.2
308,77.6653512904899,1,0.266666666666667,4.6
309,77.6900580394722,2,0.588235294117647,3
310,77.7033242022184,0,0.0470588235294118,4
311,78.3503141410772,2,0.756862745098039,3.9
312,78.3843320030865,3,0.686274509803922,3.4
313,78.3912178183402,0,0.749019607843137,3.2
314,80.1960811000716,3,0.984313725490196,3.5
315,80.575946107671,2,0.23921568627451,3.9
316,80.7990390724818,0,0.725490196078431,3.5
317,80.9511496338057,3,0.180392156862745,4
318,81.2152666660396,1,0.109803921568627,3.1
319,81.7261819704196,3,0.219607843137255,3.5
320,83.442530076013,1,0.337254901960784,4.4
321,84.1003238829655,3,0.858823529411765,4.1
322,84.6377347591892,2,0.101960784313725,3.5
323,84.9981827182346,1,0.658823529411765,3.4
324,86.8704645107274,3,0.0509803921568627,5.1
325,86.8801962490855,3,0.176470588235294,4.1
326,86.9324702178661,2,0.407843137254902,3.1
327,86.9397656096237,3,0.168627450980392,5.3
328,86.9411362256045,0,0.145098039215686,3.3
329,86.9481661567167,3,0.533333333333333,3.3
330,86.9893332322483,3,0.423529411764706,4.1
331,86.9906894378098,2,0.301960784313725,5.6
332,87.044169685546,1,0.274509803921569,3
333,87.0557244384738,2,0.23921568627451,4
334,87.185861332905,3,0.0431372549019608,3.1
335,87.3580636493956,0,0.309803921568627,3.3
336,87.5863302912051,1,0.403921568627451,5.2
337,87.6275309790732,1,0,3.1
338,87.6917410974884,0,0.341176470588235,3.1
339,87.7975807101099,1,0.745098039215686,3.8
340,88.4853573858033,0,0.356862745098039,3.6
341,89.082080149097,1,0.913725490196078,3.8
342,89.1273878015085,3,0.458823529411765,3.1
343,89.134367083528,1,0.00392156862745098,4.9
344,89.1442217450468,0,0.243137254901961,3.3
345,89.1662458317144,1,0.109803921568627,3.7
346,89.2824073960719,0,0.92156862745098,3.7
347,89.7690420419738,3,0.4,3.5
348,89.7712469283596,0,0.607843137254902,3.5
349,91.056843892165,1,0.717647058823529,3.5
350,91.1539205032432,2,0.0901960784313725,5.7
351,91.1549272290239,2,0.462745098039216,3.3
352,91.1569157455488,2,0.0470588235294118,5.6
353,91.1594737973621,1,0.968627450980392,3.4
354,91.1609891361838,2,0.737254901960784,3.9
355,91.1651611860542,2,0.898039215686275,3.1
356,91.1760930451248,1,0.274509803921569,5.1
357,91.1768934623607,0,0.262745098039216,3.2
358,91.2034222472524,0,0.262745098039216,3.3
359,91.37078613178,3,0.333333333333333,3.8
360,91.4014497971692,0,0.827450980392157,4.5
361,91.4042212889982,0,0.611764705882353,3.9
362,91.4076971650977,3,0.466666666666667,3.1
363,91.4131193032077,2,0.788235294117647,5
364,91.4150262104589,2,0.941176470588235,5.8
365,91.41683992437,1,0.0509803921568627,3.9
366,91.4428843268629,2,0.666666666666667,3.1
367,91.4433690064596,3,0.976470588235294,3.4
368,91.4480790181032,1,0.117647058823529,3.7
369,91.4610048349722,1,0.764705882352941,3.4
370,91.4639931848576,1,0.498039215686275,3.1
371,91.4684244039831,0,0.709803921568627,5.7
372,91.4994744541408,0,0.964705882352941,3.7
373,91.6199398403759,1,0.282352941176471,3.3
374,91.7882385899631,1,0.317647058823529,3.7
375,91.813674925704,1,0.392156862745098,4.8
376,91.9380132245792,2,0.32156862745098,3.3
377,91.966486419534,2,0.698039215686274,3.1
378,92.0532110303301,2,0.443137254901961,3.2
379,92.0659522500474,1,1,3.4
380,92.2145510573301,2,0.862745098039216,3.2
381,92.2411086566267,1,0.450980392156863,4.2
382,92.4054648448065,0,0.337254901960784,3.3
383,92.5252948194954,3,0.466666666666667,3
384,92.566692358657,0,0.254901960784314,3.9
385,92.6154407226863,2,0,5.3
386,92.7319043470937,2,0.772549019607843,3.5
387,92.8342146110605,2,0.886274509803922,4.1
388,92.8966143540267,2,0.643137254901961,4
389,92.9128397244018,0,0.87843137254902,3.2
390,92.9279022714743,1,0.729411764705882,4.7
391,93.2954929153595,3,0.372549019607843,3
392,93.53581444755,3,0.325490196078431,3.2
393,93.6139464644111,2,0.12156862745098,3.3
394,93.7525662035598,2,0.125490196078431,5.1
395,93.8566608654349,2,0.0117647058823529,3
396,93.9960947668401,2,0.988235294117647,3
397,94.4537910175169,3,0.713725490196078,3.4
398,94.6318144384229,0,0.701960784313725,4.2
399,94.6411914644304,0,0.396078431372549,4.5
400,94.6975711493441,1,0.952941176470588,3.1
401,94.7261225220257,2,0.211764705882353,4.2
402,95.1704648476261,3,0.701960784313725,3.1
403,96.0678758559925,2,0.996078431372549,3.4
404,96.6784417097565,3,0.0509803921568627,4.8
405,97.0067114197492,0,0.815686274509804,3.8
406,97.0158467874624,0,0.619607843137255,4.1
407,97.7639800745369,1,0.317647058823529,3.6
408,97.8762441548587,2,0.603921568627451,3.4
409,98.3895556550184,3,0.474509803921569,4.4
410,98.4184848165914,1,0.498039215686275,3.8
411,98.6772811217995,1,0.603921568627451,3.6
412,98.7940254339165,1,0.243137254901961,3.4
413,98.9577619370766,2,0.0666666666666667,3.2
414,99.5420157237396,1,0.0627450980392157,4
